timestamp,topic,packet_type,payload
1789067435.4240627,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067435.420606, ""humidity"": 51}"
1789067436.4399824,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067436.425135, ""pump_status"": ""ON""}"
1789067437.4574118,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067437.4408693, ""pump_status"": ""ON""}"
1789067438.4814694,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067438.4644482, ""temperature"": 27.9}"
1789067439.5379717,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067439.478712, ""light_intensity"": 295}"
1789067440.562801,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067440.5357847, ""soil_moisture"": 36}"
1789067441.5892413,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067441.56224, ""humidity"": 57}"
1789067442.6068733,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067442.589833, ""light_intensity"": 894}"
1789067443.6432786,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067443.6175725, ""soil_moisture"": 65}"
1789067444.670642,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067444.642649, ""light_intensity"": 847}"
1789067445.7670417,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067445.660386, ""temperature"": 31.2}"
1789067446.739674,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067446.7226782, ""light_intensity"": 357}"
1789067447.7912583,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067447.7542295, ""temperature"": 29.6}"
1789067448.8262436,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067448.781663, ""temperature"": 33.0}"
1789067449.8123083,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067449.8002985, ""soil_moisture"": 63}"
1789067450.844029,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067450.8164716, ""pump_status"": ""OFF""}"
1789067451.8678064,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067451.8462822, ""temperature"": 30.0}"
1789067452.8738089,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067452.8662772, ""humidity"": 80}"
1789067453.8874412,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067453.879399, ""temperature"": 24.7}"
1789067454.894957,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067454.887966, ""light_intensity"": 717}"
1789067455.926437,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067455.8994093, ""light_intensity"": 339}"
1789067456.9300206,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067456.9245017, ""light_intensity"": 371}"
1789067457.9389927,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067457.9329693, ""pump_status"": ""OFF""}"
1789067458.956655,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067458.9523573, ""light_intensity"": 685}"
1789067459.9623158,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067459.9583218, ""soil_moisture"": 42}"
1789067460.9940577,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067460.9690588, ""light_intensity"": 759}"
1789067461.995502,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067461.9904954, ""humidity"": 51}"
1789067463.0205462,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067463.0065558, ""humidity"": 74}"
1789067464.0250566,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067464.0200295, ""temperature"": 30.4}"
1789067465.047915,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067465.0343783, ""pump_status"": ""OFF""}"
1789067466.0634947,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067466.0594764, ""pump_status"": ""ON""}"
1789067467.0886843,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067467.0691285, ""humidity"": 79}"
1789067468.1304948,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067468.1034794, ""humidity"": 79}"
1789067469.1580565,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067469.1355195, ""pump_status"": ""OFF""}"
1789067470.1677787,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067470.160783, ""light_intensity"": 353}"
1789067471.1723835,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067471.1673806, ""light_intensity"": 885}"
1789067472.2062535,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067472.1746986, ""humidity"": 67}"
1789067473.2057412,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067473.201182, ""pump_status"": ""ON""}"
1789067474.2209396,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067474.2155633, ""pump_status"": ""OFF""}"
1789067475.2455935,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067475.2365704, ""light_intensity"": 567}"
1789067476.348818,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067476.2522502, ""humidity"": 57}"
1789067477.3217006,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067477.3147085, ""humidity"": 59}"
1789067478.342226,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067478.320672, ""temperature"": 28.9}"
1789067479.375616,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067479.3550649, ""temperature"": 27.0}"
1789067480.3959086,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067480.381366, ""temperature"": 32.4}"
1789067481.4095078,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067481.402931, ""humidity"": 56}"
1789067482.4189835,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067482.4142153, ""light_intensity"": 465}"
1789067483.4371586,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067483.433144, ""temperature"": 29.3}"
1789067484.4435549,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067484.4397721, ""light_intensity"": 750}"
1789067485.4526515,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067485.4488084, ""humidity"": 89}"
1789067486.4577174,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067486.4548676, ""humidity"": 75}"
1789067487.4639034,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067487.4601395, ""temperature"": 34.1}"
1789067488.4668872,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067488.4628782, ""soil_moisture"": 49}"
1789067489.4726517,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067489.46911, ""pump_status"": ""OFF""}"
1789067490.480787,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067490.4777784, ""humidity"": 74}"
1789067491.4886801,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067491.4846787, ""humidity"": 88}"
1789067492.4973185,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067492.4933243, ""humidity"": 72}"
1789067493.5012498,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067493.4972403, ""humidity"": 51}"
1789067494.5083616,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067494.5013669, ""temperature"": 26.6}"
1789067495.5291564,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067495.5211582, ""soil_moisture"": 68}"
1789067496.5460043,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067496.534005, ""humidity"": 89}"
1789067497.5593522,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067497.5463512, ""temperature"": 32.0}"
1789067498.5923414,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067498.5698001, ""soil_moisture"": 61}"
1789067499.6046917,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067499.6007013, ""light_intensity"": 897}"
1789067500.6239219,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067500.6109216, ""pump_status"": ""ON""}"
1789067501.6261623,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067501.6211588, ""pump_status"": ""OFF""}"
1789067502.6354394,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067502.6324425, ""soil_moisture"": 65}"
1789067503.6410313,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067503.637134, ""humidity"": 87}"
1789067504.6624727,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067504.6454782, ""pump_status"": ""ON""}"
1789067505.6660378,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067505.6600213, ""temperature"": 30.2}"
1789067506.6817014,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067506.6769354, ""light_intensity"": 583}"
1789067507.7096927,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067507.6865926, ""temperature"": 26.2}"
1789067508.7140837,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067508.710158, ""humidity"": 73}"
1789067509.7200928,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067509.712931, ""light_intensity"": 898}"
1789067510.741243,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067510.7312455, ""humidity"": 78}"
1789067511.740657,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067511.7369447, ""temperature"": 31.3}"
1789067512.743563,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067512.7409582, ""pump_status"": ""OFF""}"
1789067513.7464929,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067513.7432604, ""pump_status"": ""OFF""}"
1789067514.7516534,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067514.7476444, ""light_intensity"": 769}"
1789067515.7651496,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067515.762149, ""pump_status"": ""ON""}"
1789067516.7667081,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067516.7636971, ""soil_moisture"": 69}"
1789067517.7708998,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067517.766906, ""humidity"": 54}"
1789067518.789877,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067518.7829156, ""temperature"": 29.5}"
1789067519.806102,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067519.804099, ""light_intensity"": 453}"
1789067520.8137944,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067520.8096032, ""pump_status"": ""OFF""}"
1789067521.8151953,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067521.8121867, ""temperature"": 27.6}"
1789067522.8377433,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067522.827736, ""humidity"": 57}"
1789067523.8463726,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067523.843376, ""temperature"": 24.9}"
1789067524.8779356,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067524.86877, ""temperature"": 26.6}"
1789067525.882992,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067525.8791895, ""pump_status"": ""OFF""}"
1789067526.8909538,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067526.8845239, ""humidity"": 89}"
1789067527.9061685,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067527.9021661, ""humidity"": 50}"
1789067528.9224718,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067528.9159381, ""light_intensity"": 744}"
1789067529.944242,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067529.9322133, ""humidity"": 63}"
1789067530.9588335,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067530.951264, ""light_intensity"": 455}"
1789067531.9774911,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067531.9609277, ""humidity"": 72}"
1789067533.020597,farm/soil,normal,"{""device"": ""soil-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067532.9770644, ""soil_moisture"": 73}"
1789067534.0975864,farm/light,normal,"{""device"": ""light-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067534.0489154, ""light_intensity"": 738}"
1789067535.0826907,farm/temperature,normal,"{""device"": ""temp-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067535.07667, ""temperature"": 30.4}"
1789067536.114837,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067536.088745, ""pump_status"": ""OFF""}"
1789067537.1116173,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067537.1076217, ""humidity"": 89}"
1789067538.1469736,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067538.1248233, ""pump_status"": ""ON""}"
1789067539.1602938,farm/irrigation,normal,"{""device"": ""irrigation-controller"", ""packet_type"": ""normal"", ""timestamp"": 1789067539.155301, ""pump_status"": ""OFF""}"
1789067540.175648,farm/humidity,normal,"{""device"": ""humidity-sensor-01"", ""packet_type"": ""normal"", ""timestamp"": 1789067540.171646, ""humidity"": 62}"
